id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365
10595,"96m2, 3BR, 2BA, Metro, WI-FI etc...",37177,Emmanouil,,ΑΜΠΕΛΟΚΗΠΟΙ,37.98887924384334,23.764314563525055,Entire home/apt,113,1,15,2017-10-29,0.16,8,352
10988,"75m2, 2-br, metro, wi-fi, cable TV",37177,Emmanouil,,ΑΜΠΕΛΟΚΗΠΟΙ,37.988434261427905,23.763446602200577,Entire home/apt,82,1,31,2017-11-23,0.42,8,0
10990,"50m2, Metro, WI-FI, cableTV, more",37177,Emmanouil,,ΑΜΠΕΛΟΚΗΠΟΙ,37.98783415721626,23.76478728692748,Entire home/apt,76,1,24,2017-11-29,0.32,8,361
10993,"Studio, metro, cable tv, wi-fi, etc",37177,Emmanouil,,ΑΜΠΕΛΟΚΗΠΟΙ,37.98860728307634,23.76422238412952,Entire home/apt,54,1,40,2018-10-19,0.53,8,350
10995,"47m2, close to metro,cable TV,wi-fi",37177,Emmanouil,,ΑΜΠΕΛΟΚΗΠΟΙ,37.989497855276916,23.76356202742272,Entire home/apt,74,2,15,2016-08-06,0.15,8,363
27262,"54m2, 1-br, cable tv, wi-fi, metro",37177,Emmanouil,,ΑΜΠΕΛΟΚΗΠΟΙ,37.98892799472425,23.76474873561398,Entire home/apt,75,1,16,2017-05-15,0.21,8,357
28186,Deluxe central loft near Acropolis,121318,Francis,,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ,37.97680384053444,23.729238030579143,Entire home/apt,59,2,399,2018-11-12,5.05,2,186
31155,sleep on sailing boat,133845,Irene,,ΚΕΡΑΜΕΙΚΟΣ,37.97961871161071,23.715894480059603,Private room,39,1,0,,,1,365
33704,"Artist's studio in Athens, safe area, near metro",145728,Nicole,,ΑΜΠΕΛΟΚΗΠΟΙ,37.990522312584446,23.765927564703002,Entire home/apt,27,2,28,2018-10-01,1.85,1,65
38100,Stay at the heart of Athens (100m²),163481,Alexandros,,ΠΑΓΚΡΑΤΙ,37.97075337003545,23.742590255610306,Entire home/apt,48,3,174,2018-10-09,1.73,2,354
40149,Great View - Heart of Athens  wifi,172333,Athens,,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ,37.97968858075259,23.72899535580906,Entire home/apt,43,2,261,2018-10-20,2.83,4,345
40150,Syntagma Heart of Athens free wifi,172333,Athens,,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ,37.97968286308127,23.73037091066575,Entire home/apt,37,2,123,2018-10-08,1.26,4,365
44858,Luxury room near Areos Park & Athens centre,197677,Haris,,ΚΥΨΕΛΗ,37.996736766076985,23.738377423825305,Private room,23,2,169,2018-07-23,1.73,1,363
48635,Athensstay!Welcome home!metroAttiki,221434,Aikaterini,,ΠΛΑΤΕΙΑ ΑΤΤΙΚΗΣ,38.00087221913157,23.72185951078659,Entire home/apt,21,1,149,2018-10-22,1.85,3,362
49489,3bdr apt in the heart of Athens,225612,Stathis,,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ,37.97692308651892,23.73040015746513,Entire home/apt,120,2,116,2018-09-30,1.32,1,352
54637,Penthouse Parthenon view in Athens,256676,Angeliki,,ΣΤΑΔΙΟ,37.9681095678163,23.74344882641909,Entire home/apt,70,10,3,2018-02-01,0.06,1,363
59663,ATHENS spacious apt Ideal location,286911,Nely,,ΑΓΙΟΣ ΚΩΝΣΤΑΝΤΙΝΟΣ-ΠΛΑΤΕΙΑ ΒΑΘΗΣ,37.990954304761125,23.721950232211366,Entire home/apt,59,1,312,2018-10-12,3.23,1,360
60394,Cosy 1 bedroom apt! Great central Athens location!,290864,Mika,,1Ο ΝΕΚΡΟΤΑΦΕΙΟ,37.96543048217361,23.740248962187213,Entire home/apt,27,3,9,2017-10-03,0.21,1,264
68425,2 BD Roomy & cozy apt. near 2 metro stations,339283,Akis,,ΑΜΠΕΛΟΚΗΠΟΙ,37.99120848422234,23.758914711737898,Entire home/apt,30,5,2,2016-07-16,0.05,1,146
79515,ROCK APARTMENTS - Arrianou,428235,Menelaos,,ΠΑΓΚΡΑΤΙ,37.970222001857074,23.74280157924175,Entire home/apt,29,5,41,2017-02-14,0.44,5,350
80598,Athens in old historic neighborhood,435867,Leandros,,ΑΚΑΔΗΜΙΑ ΠΛΑΤΩΝΟΣ,37.99429214403042,23.709014360056408,Entire home/apt,32,2,343,2018-11-11,3.71,1,321
81230,Chroma apt - Traveling on a budget?,439890,Periklis,,ΠΛΑΤΕΙΑ ΑΜΕΡΙΚΗΣ,38.007207003409256,23.733346743391763,Entire home/apt,20,4,129,2018-10-20,1.44,1,232
82239,Charming 1BR near Acropolis!,432381,Alexander,,ΚΟΥΚΑΚΙ-ΜΑΚΡΥΓΙΑΝΝΗ,37.96527703429006,23.72412519273053,Entire home/apt,60,4,8,2016-09-28,0.12,1,154
83097,House In Centre,452494,Aris,,ΓΟΥΒΑ,37.96403189811883,23.744068837329962,Entire home/apt,45,4,21,2015-07-25,0.25,1,365
85539,The Heart Of Athens,468541,Xanthippi,,ΠΛΑΤΕΙΑ ΑΤΤΙΚΗΣ,37.9918321014454,23.729797377546195,Entire home/apt,75,4,0,,,1,365
95955,Close to Acropolis and Plaka  free wifi,172333,Athens,,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ,37.98041122423165,23.73165744508629,Entire home/apt,39,3,65,2018-08-21,0.88,4,340
110046,ROCK APARTMENTS - Antinoros,428235,Menelaos,,ΙΛΙΣΙΑ,37.97454060193286,23.748176605309535,Entire home/apt,29,5,26,2017-08-10,0.29,5,365
110063,ROCK APARTMENTS - Kononos ,428235,Menelaos,,ΠΑΓΚΡΑΤΙ,37.966607451404606,23.755073232836793,Entire home/apt,44,5,5,2011-08-16,0.05,5,365
110083,ROCK APARTMENTS - Arsinois,428235,Menelaos,,ΠΑΓΚΡΑΤΙ,37.96686085869921,23.754269580658715,Entire home/apt,29,5,0,,,5,365
110087,ROCK APARTMENTS - Athanasias,428235,Menelaos,,ΠΑΓΚΡΑΤΙ,37.96792486672205,23.74518773077976,Entire home/apt,29,5,7,2015-08-07,0.08,5,365
114570,"""Loft in Space"" | 7th Floor Studio",581370,Nektarios,,ΜΟΥΣΕΙΟ-ΕΞΑΡΧΕΙΑ-ΝΕΑΠΟΛΗ,37.98568413202586,23.733880035726006,Entire home/apt,53,3,247,2018-10-31,2.76,1,325
119372,Safe house near the Acropolis-wifi,602806,Hamilton Augusto,,ΝΕΟΣ ΚΟΣΜΟΣ,37.96230981682873,23.734139424359114,Entire home/apt,28,3,100,2018-09-01,1.11,1,162
119682,Acropolis apartment  GREAT LOCATION,603724,Manolis,,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ,37.972597526747386,23.725361216230457,Entire home/apt,63,2,119,2018-09-10,1.33,1,216
119967,Beautiful apartment - Athens center,604662,Daphne,,ΠΑΓΚΡΑΤΙ,37.97161531681645,23.74482364812626,Entire home/apt,40,3,7,2015-09-30,0.08,1,227
131133,"Amazing view  2-4/p, Athens center",640163,Nikos,,ΝΕΑ ΚΥΨΕΛΗ,38.00236641902207,23.749125742601457,Entire home/apt,59,2,22,2018-07-22,0.28,9,363
133906,Amazing view -2 bedr. sleep 4-7/p ,640163,Nikos,,ΝΕΑ ΚΥΨΕΛΗ,38.0012809415219,23.74832119494578,Entire home/apt,79,2,36,2018-09-18,0.40,9,354
138386,"APARTMENT DORA , Service with style",675611,Yavor,,ΠΑΓΚΡΑΤΙ,37.96827535715619,23.750313922141526,Entire home/apt,50,2,49,2018-09-21,0.57,1,351
139877,"59m2, 1-br, Hilton & metro, wifi...",37177,Emmanouil,,ΙΛΙΣΙΑ,37.9750119361255,23.748444188751808,Entire home/apt,88,1,23,2018-01-02,0.26,8,365
144482,NeoClassical Apt: 30meters from Olympic Stadium!,700190,Alex,,ΣΤΑΔΙΟ,37.968494571773896,23.742059673625377,Entire home/apt,30,3,39,2018-07-13,0.52,1,179
145282,The finest Studio* All you need,703667,Daphne,,ΚΟΛΩΝΑΚΙ,37.9767303310986,23.739322850402445,Entire home/apt,40,2,24,2018-10-11,0.27,1,167
154243,LUSCIOUS ROOF GARDEN IN THE CENTER!,741851,Yagos,,ΜΟΥΣΕΙΟ-ΕΞΑΡΧΕΙΑ-ΝΕΑΠΟΛΗ,37.98652123071793,23.735276855233103,Entire home/apt,55,2,163,2018-09-02,1.82,1,365
155654,"Acropolis cosy  apartment, Koukaki, wi-fi, AC",712602,Nikos,,ΚΟΥΚΑΚΙ-ΜΑΚΡΥΓΙΑΝΝΗ,37.967909938260526,23.729327664546727,Entire home/apt,60,2,23,2018-07-03,0.43,2,328
157869,Kallimarmaro 2B/R Apartment,650923,AthensApart,,ΣΤΑΔΙΟ,37.96648304666434,23.745611101312804,Entire home/apt,50,1,163,2018-10-21,1.88,6,356
167416,"Apartment in Central Athens, Greece",797823,George,,ΑΝΩ ΚΥΨΕΛΗ,38.007734496458994,23.73870483520406,Entire home/apt,74,14,0,,,1,365
179705,Great Central location - Athens,860485,Theodore & Reshma,,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ,37.9753738557056,23.733374682845422,Entire home/apt,60,2,77,2018-10-25,0.97,1,135
185936,New apartmenrt in Athens!,885156,E,,ΒΟΤΑΝΙΚΟΣ,37.979110457961305,23.709165084584225,Private room,30,7,0,,,2,365
200014,"Acropolis view, central location",737436,Daniella,,ΒΟΤΑΝΙΚΟΣ,37.979037402685194,23.707384500250637,Entire home/apt,45,6,13,2018-05-07,0.22,1,13
203157,3 SINGLE BEDS ROOM BREAKFAST TVWIFI 62,556615,Miglen,,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ,37.98429311510303,23.729136395993834,Private room,24,2,112,2018-10-07,1.28,13,365
203174,NEXT ROOM 3 BEDS BREAKFAST WIFI TV 52,556615,Miglen,,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ,37.98448026306332,23.726988370357844,Private room,24,2,90,2018-09-19,1.14,13,365
209816,GROUPS AFTER 6+PERSONS apartment  5,556615,Miglen,,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ,37.98531964994308,23.72781702421534,Entire home/apt,69,2,24,2017-07-29,0.38,13,365
222637,Luxury 3 bdr Apartment with Acropolis view,748818,George,,1Ο ΝΕΚΡΟΤΑΦΕΙΟ,37.96029935964195,23.736697272915983,Entire home/apt,100,2,147,2018-11-13,1.86,79,327
240960,ATHENS DESIGNER'S LOFT DOWNTOWN ,1264236,Ioannis,,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ,37.9795231980909,23.723668102859826,Entire home/apt,70,2,68,2018-10-27,0.92,1,338
250498,Splendid spacious apt in great area,1312992,Eleni,,ΠΑΓΚΡΑΤΙ,37.96520999195214,23.749690601010553,Entire home/apt,30,3,19,2018-09-11,0.25,1,259
251361,A relaxing house overlooking Athens,592616,Andreas,,ΑΝΩ ΠΑΤΗΣΙΑ,38.01719294147639,23.74505761911546,Entire home/apt,133,5,1,2013-05-23,0.01,1,365
267889,"Kolonaki, Stylish next to Metro",800408,Vassilis,,ΑΜΠΕΛΟΚΗΠΟΙ,37.98602687870755,23.755050923304793,Entire home/apt,99,28,3,2017-10-31,0.07,1,362
270611,An Oasis in the Heart of Athens,1416651,Paul,,ΑΓΙΟΣ ΚΩΝΣΤΑΝΤΙΝΟΣ-ΠΛΑΤΕΙΑ ΒΑΘΗΣ,37.98579541840148,23.723277570274572,Entire home/apt,40,3,19,2018-09-08,0.25,1,365
270954,"Apt next to Plaka, roof top with views!",1418201,Dean,,ΚΕΡΑΜΕΙΚΟΣ,37.98129586726325,23.722584901757333,Entire home/apt,68,2,14,2017-04-09,0.18,60,330
270973,Boutique apt. Balconies. Roof top.,1418201,Dean,,ΚΕΡΑΜΕΙΚΟΣ,37.97986659048897,23.722643156940407,Entire home/apt,68,2,5,2018-02-05,0.10,60,330
280211,BIG FLAT /10 MIN WALK FROM THE ACROPOLIS,1460833,Mentis,,ΝΕΟΣ ΚΟΣΜΟΣ,37.96569777706362,23.73010105350396,Entire home/apt,69,2,63,2018-10-01,0.78,2,321
281158,"Center 1, Metro 30m, Satelite TV  ",640163,Nikos,,ΠΛΑΤΕΙΑ ΑΤΤΙΚΗΣ,37.99219536356431,23.730428733331653,Entire home/apt,69,2,48,2018-08-13,0.60,9,365
287858,SWEET SMALL  ATHENS  APPARTMENT ,1496881,Pavlaras,,ΑΓΙΟΣ ΚΩΝΣΤΑΝΤΙΝΟΣ-ΠΛΑΤΕΙΑ ΒΑΘΗΣ,37.9813432441704,23.72112372696713,Entire home/apt,25,1,196,2018-09-26,2.56,2,365
306234,AVATON - Parthenon Luxury Suite - 5* stay,1574876,Aris,,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ,37.975755621047895,23.724476085332267,Entire home/apt,149,2,331,2018-11-10,4.48,4,260
308157,#AH32 GREY STUDIO,1585338,Flavia,,ΜΟΥΣΕΙΟ-ΕΞΑΡΧΕΙΑ-ΝΕΑΠΟΛΗ,37.98771903097114,23.74397297167321,Entire home/apt,53,7,2,2016-04-05,0.05,5,294
309115,Large apt with big balcony and views!,1418201,Dean,,ΚΕΡΑΜΕΙΚΟΣ,37.98085656800755,23.72221081879813,Entire home/apt,86,2,20,2018-08-23,0.25,60,259
309315,Center Athens:Cozy new apt-Plaka,1590408,Konstantinos,,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ,37.97419438867341,23.731506404087348,Entire home/apt,41,1,164,2018-11-01,4.03,1,168
310179,Stylish apt in Plaka. Patio. WiFi,1418201,Dean,,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ,37.973745073594564,23.732432858699553,Entire home/apt,42,3,106,2018-09-07,1.31,60,344
317049,"Bright apt, large verandah, central & near metro!",1245823,Jennifer,,ΑΜΠΕΛΟΚΗΠΟΙ,37.99088886859837,23.75619982645467,Entire home/apt,29,3,43,2015-08-25,0.53,1,0
340237,Artistic 2 bedroom apt in Athens centre,1365030,Lida,,ΚΕΡΑΜΕΙΚΟΣ,37.98017597252926,23.721822295259173,Entire home/apt,72,3,59,2018-10-01,0.73,1,189
348513,"Cute & Cozy apt., heart of Athens",1765984,Tatiana,,ΚΥΨΕΛΗ,38.00032959519817,23.73941867288328,Entire home/apt,35,3,160,2018-07-31,2.01,1,180
350321,BEAUTIFUL CENTRAL APARTMENT ATHENS,1775281,Christina,,ΣΤΑΔΙΟ,37.9655009311906,23.743456319103938,Entire home/apt,50,2,239,2018-10-08,3.04,1,356
360940,Vintage Design Flat downtown! ,1824707,Dimitrios,,ΠΛΑΤΕΙΑ ΑΜΕΡΙΚΗΣ,38.00642361118162,23.73224172508163,Entire home/apt,54,2,21,2017-07-22,0.33,1,365
361393,Hermes Historical Center apt.,1826598,Apartments Historical Centre,,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ,37.98007917571195,23.730118657390555,Entire home/apt,49,2,194,2018-03-12,2.44,4,342
364982,PRIVATE BEDROOM BREAKFAST TV WI-FI 41,556615,Miglen,,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ,37.984536889239834,23.72861014811185,Private room,18,2,156,2018-11-07,1.95,13,362
401423,Apartment with Leafy Backyard Steps from the Acropolis,745805,Ralou,,ΚΟΥΚΑΚΙ-ΜΑΚΡΥΓΙΑΝΝΗ,37.96855779068826,23.72572085731698,Entire home/apt,54,2,366,2018-11-12,4.63,2,205
408907,Downtown 70m² top floor apartment,2035514,Ranina,,ΑΓΙΟΣ ΚΩΝΣΤΑΝΤΙΝΟΣ-ΠΛΑΤΕΙΑ ΒΑΘΗΣ,37.98209181515204,23.720170442338883,Entire home/apt,50,1,168,2018-08-14,2.13,1,296
411452,Everyone who stays leaves happy!,944962,Foris,,ΑΜΠΕΛΟΚΗΠΟΙ,37.99289572673474,23.771384011009822,Entire home/apt,32,3,314,2018-10-08,4.01,2,302
417223,At the heart of Athens- 2 BR - PEN,2074942,Hariklia,,ΙΛΙΣΙΑ,37.9751509809167,23.753866417667663,Entire home/apt,55,2,32,2018-10-31,0.41,1,364
441091,Athens centre next to train station & WiFi,2185512,Jenny,,ΠΛΑΤΕΙΑ ΑΤΤΙΚΗΣ,37.994519165614676,23.72941157907977,Entire home/apt,70,3,22,2017-07-08,0.28,1,88
448768,Athens Centre 3min. walk from metro,2228424,Stefanos,,ΑΓΙΟΣ ΚΩΝΣΤΑΝΤΙΝΟΣ-ΠΛΑΤΕΙΑ ΒΑΘΗΣ,37.99149030218521,23.729022648091608,Entire home/apt,65,2,59,2018-10-08,0.79,2,355
452159,Amazing view - 3 bedr. sleep 6-8/p,640163,Nikos,,ΝΕΑ ΚΥΨΕΛΗ,38.000772386455566,23.74935364408896,Entire home/apt,127,2,48,2018-11-12,0.73,9,352
469140,Live in Athens #01 | Acropolis,2289590,Live In Athens,,ΘΗΣΕΙΟ,37.97617922096179,23.718296287995294,Entire home/apt,130,2,57,2018-05-09,0.72,15,307
470219,Live in Athens #02 I Acropolis,2289590,Live In Athens,,ΘΗΣΕΙΟ,37.97597702101143,23.71932435644976,Entire home/apt,99,2,15,2018-04-02,0.22,15,354
474719,Artemis Historical Center cosy apt.,1826598,Apartments Historical Centre,,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ,37.978892013103554,23.73026355101434,Entire home/apt,50,2,237,2018-11-08,3.18,4,346
476197,The Harry Belafonte Suite,2356315,Alice Inn,,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ,37.97312556007827,23.733086575118154,Private room,100,1,86,2018-10-09,1.17,4,329
478614,Double Room in the heart of Athens!,2370772,Sofia,,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ,37.978314988050414,23.72382099018978,Entire home/apt,90,1,1,2016-12-13,0.04,10,312
478626,Studio for 3 in the heart of Athens,2370772,Sofia,,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ,37.97629559189675,23.724550834138157,Entire home/apt,120,1,1,2015-06-12,0.02,10,305
482907,Athens studio flat Hilton area,2390549,Alexandra,,ΙΛΙΣΙΑ,37.97613654296137,23.751784097632274,Entire home/apt,55,3,51,2018-06-26,0.74,1,362
484852,Cool apartment for urban lovers,408081,Dimitrios,,ΠΕΔΙΟ ΑΡΕΩΣ,37.99450493786224,23.739065964945254,Entire home/apt,38,5,44,2018-10-04,0.57,1,327
484925,IN THE SHADOW OF ACROPOLIS-2 B/R,2371962,Rania,,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ,37.972885400223575,23.728739592455845,Entire home/apt,120,1,194,2018-10-19,2.48,2,279
495212,MODERN FLAT IN THE ACROPOLIS AREA,2446066,Yiagos,,ΚΟΥΚΑΚΙ-ΜΑΚΡΥΓΙΑΝΝΗ,37.965967402827935,23.726359795602328,Entire home/apt,62,3,8,2018-11-01,0.31,1,348
496416,"Walk to Plaka, terrace,garden, WiFi",1418201,Dean,,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ,37.981316074955664,23.72419796304776,Entire home/apt,56,2,5,2018-10-19,0.09,60,330
496503,"2 interconnected apts, walk to all sites!",1418201,Dean,,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ,37.98082190405453,23.72460258236219,Entire home/apt,125,2,8,2017-09-16,0.15,60,330
496561,In the shadow of Acropolis,2371962,Rania,,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ,37.972728590020985,23.729117424213193,Entire home/apt,80,1,8,2018-10-04,0.33,2,365
497502,Design studio & lemon tree garden!!,2456294,Athens Green Apartments,,ΣΤΑΔΙΟ,37.9698026043511,23.741715073267866,Entire home/apt,110,1,9,2017-10-03,0.14,7,333
498604,"Acropolis, Koukaki apartment",2461282,Marilia,,ΑΚΡΟΠΟΛΗ,37.963674990593645,23.71791270339274,Entire home/apt,40,3,83,2018-10-07,1.12,1,363
500832,downtown independent room garden,964919,Rebecca,,ΑΓΙΟΣ ΚΩΝΣΤΑΝΤΙΝΟΣ-ΠΛΑΤΕΙΑ ΒΑΘΗΣ,37.9833777868871,23.722389242203207,Private room,50,3,16,2017-06-14,0.23,2,365
502779,"Bauhaus building, 5 apts, 3 levels. Next to Plaka.",1418201,Dean,,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ,37.98133035024388,23.724648891642886,Entire home/apt,311,2,14,2018-11-12,0.19,60,325
502842,"1 bedrm apt, terrace, walk to Plaka",1418201,Dean,,ΚΕΡΑΜΕΙΚΟΣ,37.981394673332524,23.72333153911834,Entire home/apt,56,2,3,2018-05-05,0.07,60,330
502879,"Garden apt, next to Plaka. Roof top terrace!",1418201,Dean,,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ,37.97950762654525,23.724281320130014,Entire home/apt,56,2,14,2017-05-20,0.21,60,337
505720,"Central,spacious,pine forest view!!",2456294,Athens Green Apartments,,ΣΤΑΔΙΟ,37.968592569141556,23.74243282616434,Entire home/apt,130,1,18,2018-09-04,0.26,7,351
505769,Athens Green Apartment with garden!,2456294,Athens Green Apartments,,ΣΤΑΔΙΟ,37.96780724870507,23.7424422096635,Entire home/apt,110,1,5,2017-01-15,0.08,7,157
526273,New apartment next to Acropolis,2586897,Fenia,,ΝΕΟΣ ΚΟΣΜΟΣ,37.966366117268144,23.73261462879921,Entire home/apt,55,2,408,2018-11-14,5.24,2,338
536072,Lovely 2 bedroom apt in great location!,1418201,Dean,,ΘΗΣΕΙΟ,37.97662515082756,23.714933476342345,Entire home/apt,72,3,6,2017-09-05,0.14,60,357
536123,Acropolis charming apt with balcony,1418201,Dean,,ΝΕΟΣ ΚΟΣΜΟΣ,37.9655710404703,23.728292112561356,Entire home/apt,62,3,30,2018-11-02,0.41,60,365
536151,"Neat, two bedroom apartment by Acropolis museum!",1418201,Dean,,ΚΟΥΚΑΚΙ-ΜΑΚΡΥΓΙΑΝΝΗ,37.96810010932965,23.726058753966203,Entire home/apt,86,2,4,2014-11-10,0.05,60,361
536197,"Plaka, modern one bed apt, Cathedral Sq.",1418201,Dean,,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ,37.9755373938306,23.731841959552,Entire home/apt,88,2,32,2016-08-29,0.43,60,72
540986,Cosy central studio with garden!!,2456294,Athens Green Apartments,,ΣΤΑΔΙΟ,37.96826392530877,23.743823379193845,Entire home/apt,60,1,99,2018-11-04,1.48,7,351
541001,Design apartment balcony + garden!!,2456294,Athens Green Apartments,,ΣΤΑΔΙΟ,37.96912836873696,23.7416795449848,Entire home/apt,110,1,4,2015-05-31,0.06,7,336
545520,Garden Delight in the city center!!,2456294,Athens Green Apartments,,ΣΤΑΔΙΟ,37.96797631089164,23.741728393976985,Entire home/apt,40,1,76,2017-07-15,1.02,7,268
545616,Design apartment near Syntagma!!,2456294,Athens Green Apartments,,ΣΤΑΔΙΟ,37.96834886266848,23.74167629602176,Entire home/apt,110,1,0,,,7,317
565235,10min walk from ACROPOLIS !!! ,2779638,John,,ΠΕΤΡΑΛΩΝΑ,37.968289416281316,23.711095300409976,Entire home/apt,72,3,13,2018-04-25,0.24,1,282
567938,Live your myth in petralona...,2794551,Spiros,,ΑΚΡΟΠΟΛΗ,37.97072601537587,23.715112145954926,Entire home/apt,49,2,154,2018-10-27,2.09,2,349
571407,Athens Heritage House by RealGreece Free transfer,2810938,Carole & Basil,,ΘΗΣΕΙΟ,37.976470804822114,23.71768590324845,Entire home/apt,217,2,18,2018-07-29,0.28,5,361
571492,"Acropolis View Alpha+ Penthouse Walk, Views, WiFI",2810938,Carole & Basil,,ΠΑΓΚΡΑΤΙ,37.96771618424208,23.749991789848995,Entire home/apt,354,3,10,2018-05-01,0.15,5,78
571796,Lovely  flat  in Gizi area of Aths!,2814465,Alkisti,,ΓΚΥΖΗ,37.99338429704693,23.75291500187105,Private room,23,30,38,2017-06-11,0.54,1,0
571876,"VINTAGE Apartment Athens,Plaka",2814842,Anna,,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ,37.974180494417205,23.732764320717717,Entire home/apt,40,2,268,2018-11-08,3.61,1,296
572435,Acropolis Beta by RealGreece Private veranda,2810938,Carole & Basil,,ΠΑΓΚΡΑΤΙ,37.96878525478029,23.750647955860515,Entire home/apt,173,3,10,2018-06-30,0.23,5,80
572741,"Athens 1st Duplex Penthouse, Sunshine! Verandas!",2810938,Carole & Basil,,ΠΑΓΚΡΑΤΙ,37.9698030027719,23.751784662544896,Entire home/apt,199,3,6,2018-01-02,0.25,5,83
590287,Amazing view at a quiet and safe neighborhood,2602995,V,,ΠΡΟΜΠΟΝΑ,38.025473760099764,23.733621793655367,Entire home/apt,27,2,203,2018-11-03,2.65,1,336
593916,OLD CITY - ACROPOLIS BEST VIEW,708364,Marina,,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ,37.97354653257189,23.73005023023564,Entire home/apt,85,2,106,2018-09-10,1.42,3,29
596137,45min to Airport/20min to Center A,2946672,Labis,,ΓΟΥΔΙ,37.984659844637825,23.76387201433214,Entire home/apt,30,2,66,2016-12-21,0.86,2,102
596784,Romantic Athenian House,2821467,Thanos,,ΠΑΓΚΡΑΤΙ,37.96742309597817,23.752390032264735,Entire home/apt,40,2,18,2017-09-13,0.23,1,0
631150,Great design Acropolis apartment,3137668,Efi,,ΚΟΥΚΑΚΙ-ΜΑΚΡΥΓΙΑΝΝΗ,37.96690600828364,23.72822828501503,Entire home/apt,85,2,140,2018-11-04,2.00,3,339
631281,New beautiful central apartment,3137668,Efi,,ΝΕΟΣ ΚΟΣΜΟΣ,37.96586326836868,23.732075261907116,Entire home/apt,70,2,155,2018-11-06,2.20,3,351
637770,ELPIDOS CENTRAL ATHENS LUXURIOUS APARTMENTS,3181970,Gerry & Katerina,,ΠΛΑΤΕΙΑ ΑΤΤΙΚΗΣ,37.99456965463714,23.72842260468681,Entire home/apt,36,2,67,2018-05-16,1.26,4,348
641721,Beach Summer House,3206172,Takis,,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ,37.977632989206576,23.73473077011246,Entire home/apt,600,7,0,,,1,365
644785,Modern apartment in city centre - great location,2425678,Rich,,ΓΚΑΖΙ,37.976983462101174,23.71008176441365,Entire home/apt,35,2,148,2018-11-11,4.24,1,282
650687,"Bed & Breakfast next New +TV,WI43",556615,Miglen,,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ,37.98395888116755,23.728393048290744,Private room,18,2,183,2018-09-07,2.45,13,365
653639,"2 interconnected apts, roof top, views!",1418201,Dean,,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ,37.98095708088829,23.724083516533724,Entire home/apt,125,2,23,2018-10-21,0.44,60,330
